epoch,train_loss,valid_loss,accuracy,f1_score,country_f1_score,time
0,0.723353385925293,0.6874181032180786,0.07006508857011795,0.013642922043800354,0.015488673932850361,12:19
1,0.43799489736557007,0.4058440625667572,0.301031231880188,0.129738450050354,0.13381090760231018,12:17
2,0.3059564530849457,0.3121011257171631,0.4137350916862488,0.26451531052589417,0.2637336552143097,12:15
3,0.2525278627872467,0.3046511113643646,0.4223652482032776,0.3083782494068146,0.2795296013355255,12:15
4,0.21842560172080994,0.30357545614242554,0.42989835143089294,0.3297571837902069,0.30845537781715393,12:16
5,0.18879933655261993,0.29770293831825256,0.4514737129211426,0.3459390699863434,0.3211004137992859,12:16
6,0.16148456931114197,0.3013109862804413,0.4458421766757965,0.3509916365146637,0.33298683166503906,12:16
7,0.13001105189323425,0.29273897409439087,0.46719813346862793,0.36922597885131836,0.3214697539806366,12:16
8,0.10291147977113724,0.29477089643478394,0.48672565817832947,0.40017926692962646,0.38166898488998413,12:17
9,0.07948113232851028,0.30577579140663147,0.49272289872169495,0.4048698842525482,0.37031158804893494,12:17
10,0.061562854796648026,0.3038348853588104,0.5014992952346802,0.4185449481010437,0.38765764236450195,12:16
11,0.048674196004867554,0.3044048845767975,0.5161998271942139,0.42668116092681885,0.3833867311477661,12:17
12,0.03917898237705231,0.3110663890838623,0.514371395111084,0.4371936321258545,0.39778000116348267,12:17
13,0.028490453958511353,0.3072066009044647,0.5251956582069397,0.4403708577156067,0.3962205648422241,12:17
14,0.02414720319211483,0.32207831740379333,0.5165655016899109,0.43358033895492554,0.3940151631832123,12:17
15,0.019838551059365273,0.3181576728820801,0.5301689505577087,0.4419431984424591,0.39887842535972595,12:17
16,0.013470468111336231,0.3184910714626312,0.5364587306976318,0.44704923033714294,0.4137239456176758,12:17
17,0.009436944499611855,0.3286926746368408,0.5391647815704346,0.44557473063468933,0.4123155176639557,12:16
18,0.006892988458275795,0.3339442312717438,0.5477949380874634,0.463875949382782,0.4290856719017029,12:17
19,0.005531718023121357,0.3279208242893219,0.5540115833282471,0.4726378619670868,0.44029271602630615,12:16
20,0.0034819385036826134,0.3288693428039551,0.5600087642669678,0.47165384888648987,0.44638296961784363,12:17
21,0.0027532565873116255,0.32936808466911316,0.564104437828064,0.4815748333930969,0.4372155964374542,12:16
22,0.0015974913258105516,0.3301233649253845,0.5678344368934631,0.4815822243690491,0.4465304911136627,12:17
23,0.0009888210333883762,0.3270384967327118,0.5705404877662659,0.4861307144165039,0.4432344138622284,12:19
24,0.0006273690960370004,0.32523348927497864,0.5805602073669434,0.495339572429657,0.45131510496139526,12:19
25,0.0005259081954136491,0.32459840178489685,0.581803560256958,0.49306201934814453,0.4552255868911743,12:18
26,0.0006260104128159583,0.3277628421783447,0.585094690322876,0.49889764189720154,0.45659223198890686,12:18
27,0.00025821919552981853,0.3255665898323059,0.5850215554237366,0.499191552400589,0.4647798538208008,12:19
28,0.0004076996701769531,0.3258422613143921,0.5866305828094482,0.5004640221595764,0.4599393308162689,12:18
29,0.00019286568567622453,0.32603415846824646,0.5852409601211548,0.4988176226615906,0.4600621163845062,12:19
