epoch,train_loss,valid_loss,accuracy,f1_score,country_f1_score,time
0,3.9105985164642334,3.384826421737671,0.2699480652809143,0.12645888328552246,0.12951470911502838,10:07
1,3.192941427230835,2.8501484394073486,0.3508374094963074,0.2072264403104782,0.20238032937049866,09:57
2,2.8109190464019775,2.5806705951690674,0.3973524570465088,0.2662607431411743,0.25253617763519287,09:56
3,2.5728063583374023,2.453251361846924,0.4203905463218689,0.3003285527229309,0.2873150110244751,09:59
4,2.3563590049743652,2.3688547611236572,0.43670007586479187,0.32622766494750977,0.29824838042259216,09:56
5,2.2097904682159424,2.3092119693756104,0.4472317695617676,0.3377528786659241,0.3046198785305023,09:55
6,2.097470760345459,2.2705929279327393,0.45688584446907043,0.3546375632286072,0.31297942996025085,09:56
7,1.9790737628936768,2.2428505420684814,0.46595481038093567,0.369379460811615,0.3271581530570984,09:58
8,1.9052369594573975,2.2205371856689453,0.47553572058677673,0.3820447325706482,0.34799444675445557,09:57
9,1.8063645362854004,2.234431505203247,0.4731222093105316,0.38453325629234314,0.34518784284591675,10:03
10,1.7682133913040161,2.2115843296051025,0.4750969111919403,0.3840521275997162,0.3568492531776428,09:59
11,1.713599681854248,2.2089977264404297,0.48401960730552673,0.39269116520881653,0.35737287998199463,09:59
12,1.603561282157898,2.218564033508301,0.48628684878349304,0.3951927721500397,0.34969404339790344,09:59
13,1.6091969013214111,2.2082529067993164,0.485628604888916,0.3940451145172119,0.3603564202785492,09:59
14,1.5617308616638184,2.208139181137085,0.48665252327919006,0.3979674279689789,0.34879013895988464,09:59
