epoch,train_loss,valid_loss,accuracy,f1_score,country_f1_score,time
0,3.8248534202575684,3.2832605838775635,0.27514079213142395,0.1335994005203247,0.1486457884311676,41:37
1,3.391664505004883,2.8384172916412354,0.34652233123779297,0.20924566686153412,0.2096303254365921,41:35
2,3.2667858600616455,2.659593343734741,0.38352957367897034,0.24996083974838257,0.24659040570259094,41:36
3,3.113698720932007,2.542142629623413,0.40100929141044617,0.2855429947376251,0.2736363410949707,41:38
4,2.9021522998809814,2.4649431705474854,0.4223652482032776,0.3093254864215851,0.2810691297054291,41:37
5,2.792797088623047,2.478275775909424,0.4283624589443207,0.32165905833244324,0.29732418060302734,41:36
6,2.700963020324707,2.437070608139038,0.43201929330825806,0.3314575254917145,0.3161360025405884,41:36
7,2.7425944805145264,2.3046000003814697,0.4535215497016907,0.35278239846229553,0.32692959904670715,41:36
8,2.719069480895996,2.3282740116119385,0.4554230868816376,0.3485527038574219,0.3157309591770172,41:38
9,2.5791118144989014,2.3081836700439453,0.46939224004745483,0.371221661567688,0.3453609049320221,41:42
