epoch,train_loss,valid_loss,accuracy,f1_score,country_f1_score,time
0,3.3650882244110107,3.524752616882324,0.2491040676832199,0.13138948380947113,0.1295873075723648,15:56
1,2.550140857696533,2.8209738731384277,0.3561032712459564,0.22629080712795258,0.23395898938179016,15:47
2,2.076103925704956,2.680434226989746,0.38557741045951843,0.2826709747314453,0.2662392556667328,15:47
3,1.7102786302566528,2.706444501876831,0.39632853865623474,0.3057553470134735,0.25982725620269775,15:47
4,1.4129278659820557,2.514657735824585,0.4326775372028351,0.341826468706131,0.31307902932167053,15:46
5,1.1836016178131104,2.5879173278808594,0.43838220834732056,0.3500503897666931,0.31735384464263916,15:46
6,1.0103362798690796,2.6350972652435303,0.4331895112991333,0.35245978832244873,0.3133150339126587,15:46
7,0.263793021440506,2.020066261291504,0.5525488257408142,0.46302348375320435,0.42262643575668335,15:47
8,0.17659220099449158,2.024247407913208,0.560228168964386,0.47040167450904846,0.4305374026298523,15:46
9,0.12768514454364777,2.047877073287964,0.5622760057449341,0.47075366973876953,0.42840829491615295,15:46
10,0.1028209924697876,2.036564826965332,0.5641775727272034,0.469627320766449,0.4312115013599396,15:46
11,0.10008547455072403,2.042916774749756,0.564470112323761,0.46928834915161133,0.42571383714675903,15:46
12,0.0964498519897461,2.04573130607605,0.5651283264160156,0.4741942882537842,0.4283730387687683,15:46
13,0.09822819381952286,2.041958808898926,0.5646163821220398,0.4714440703392029,0.4291381537914276,15:46
14,0.09627579152584076,2.0358448028564453,0.5646163821220398,0.47256481647491455,0.43202757835388184,15:46
15,0.09609713405370712,2.0421435832977295,0.5646163821220398,0.4699512720108032,0.4276267886161804,15:46
16,0.10007625818252563,2.052661418914795,0.5652015209197998,0.4719570279121399,0.42911627888679504,15:47
17,0.10029154270887375,2.0401053428649902,0.5639581680297852,0.47057950496673584,0.42963722348213196,15:47
18,0.09666459262371063,2.051569938659668,0.5655671954154968,0.47271132469177246,0.4285338521003723,15:47
19,0.09735605865716934,2.048579216003418,0.5651283264160156,0.47093018889427185,0.42884552478790283,15:47
20,0.09846098721027374,2.042588710784912,0.5646895170211792,0.47078633308410645,0.4285559356212616,15:48
21,0.09184237569570541,2.0444698333740234,0.5641775727272034,0.47214314341545105,0.43152564764022827,15:47
22,0.09658034890890121,2.0460562705993652,0.5650551915168762,0.4713054299354553,0.4274887442588806,15:47
23,0.0994192361831665,2.0457816123962402,0.565786600112915,0.47177502512931824,0.4297814667224884,15:48
24,0.0974709615111351,2.043848752975464,0.564470112323761,0.4714207351207733,0.42883890867233276,15:48
25,0.09394960105419159,2.0394113063812256,0.5652746558189392,0.4717309772968292,0.4287029504776001,15:48
26,0.09422918409109116,2.0502893924713135,0.5650551915168762,0.47101324796676636,0.43110552430152893,15:47
27,0.09471868723630905,2.040226936340332,0.5668836236000061,0.47490936517715454,0.42977815866470337,15:48
28,0.09501184523105621,2.0463666915893555,0.5652015209197998,0.47371864318847656,0.42873477935791016,15:48
29,0.09724417328834534,2.0440621376037598,0.5645432472229004,0.47275084257125854,0.4286864399909973,15:48
