epoch,train_loss,valid_loss,accuracy,f1_score,country_f1_score,time
0,3.7047057151794434,3.965202808380127,0.19600673019886017,0.09630239009857178,0.09980017691850662,07:25
1,2.9499781131744385,3.2827136516571045,0.28947561979293823,0.17123523354530334,0.17118830978870392,07:18
2,2.4944965839385986,3.3356401920318604,0.292839914560318,0.19579698145389557,0.18030689656734467,07:11
3,1.4446693658828735,2.357487201690674,0.4584217071533203,0.33327555656433105,0.3178473711013794,07:17
4,1.2328613996505737,2.3130478858947754,0.4640532433986664,0.34165164828300476,0.32066625356674194,07:16
5,1.081184983253479,2.293724298477173,0.4688802659511566,0.3451482057571411,0.3245799243450165,07:38
6,1.0764156579971313,2.294048547744751,0.47122064232826233,0.347953736782074,0.32804709672927856,07:37
7,1.0697417259216309,2.2957677841186523,0.4708549678325653,0.34837016463279724,0.3239591717720032,07:25
8,1.0700316429138184,2.292670965194702,0.472171425819397,0.35194873809814453,0.32989636063575745,07:25
9,1.070855736732483,2.2951903343200684,0.46990418434143066,0.3473612070083618,0.32603347301483154,07:24
10,1.0871351957321167,2.292015552520752,0.4700504541397095,0.34922507405281067,0.32831594347953796,07:26
11,1.0744470357894897,2.29483962059021,0.46968477964401245,0.34656161069869995,0.3268386721611023,07:25
12,1.0660754442214966,2.292898654937744,0.47144007682800293,0.35043561458587646,0.3310849666595459,07:25
13,1.0788445472717285,2.2940006256103516,0.4704161584377289,0.3502778708934784,0.3277163803577423,07:31
14,1.0715298652648926,2.2916946411132812,0.469245970249176,0.34912294149398804,0.3301098644733429,07:37
15,1.0817877054214478,2.290658473968506,0.4691728353500366,0.3481372594833374,0.32494691014289856,07:39
16,1.0645860433578491,2.2983779907226562,0.467929482460022,0.3426828980445862,0.32583093643188477,07:43
17,1.068860411643982,2.2940943241119385,0.4710743725299835,0.3464715778827667,0.32826170325279236,07:34
18,1.0605401992797852,2.297132730484009,0.46997731924057007,0.34936362504959106,0.3264002799987793,07:32
19,1.0635473728179932,2.2956130504608154,0.4685145914554596,0.3459935784339905,0.3286532163619995,07:27
20,1.0714478492736816,2.293623208999634,0.468953400850296,0.34697261452674866,0.32516974210739136,07:23
21,1.0624973773956299,2.2948269844055176,0.46968477964401245,0.3475220501422882,0.3252655267715454,07:34
22,1.0646659135818481,2.298405408859253,0.4681489169597626,0.3456341028213501,0.3252401053905487,07:30
23,1.0638154745101929,2.2934114933013916,0.4701235890388489,0.34852316975593567,0.32769614458084106,07:45
24,1.0720733404159546,2.2945964336395264,0.4688802659511566,0.3468884825706482,0.3275679349899292,07:38
25,1.075255036354065,2.2953035831451416,0.4701235890388489,0.3492922782897949,0.3325176537036896,07:22
26,1.052774429321289,2.294985294342041,0.4701235890388489,0.34850817918777466,0.3261318504810333,07:25
27,1.0955297946929932,2.2938268184661865,0.46909967064857483,0.34984883666038513,0.331896036863327,07:27
28,1.0781612396240234,2.293306827545166,0.47151321172714233,0.3499050438404083,0.32719728350639343,07:38
29,1.0619791746139526,2.295243501663208,0.46997731924057007,0.3490949273109436,0.3245290517807007,07:28
