epoch,train_loss,valid_loss,accuracy,f1_score,country_f1_score,time
0,3.987597942352295,3.9022297859191895,0.19842024147510529,0.07909049093723297,0.08479305356740952,07:49
1,3.3461215496063232,3.5146501064300537,0.24383822083473206,0.11767478287220001,0.12163875252008438,07:45
2,2.9606058597564697,3.3811724185943604,0.2651941776275635,0.15300555527210236,0.16112716495990753,07:44
3,2.734971284866333,3.5059590339660645,0.2578805088996887,0.1548909693956375,0.1529233753681183,07:44
4,1.7309393882751465,2.572632074356079,0.4102976620197296,0.2699248492717743,0.2604714035987854,07:45
5,1.5439194440841675,2.5327770709991455,0.4203174114227295,0.28603649139404297,0.26968562602996826,07:44
6,1.413065791130066,2.5155203342437744,0.4230234622955322,0.28855711221694946,0.26739978790283203,07:44
7,1.3911322355270386,2.515965461730957,0.42199957370758057,0.2868973910808563,0.2662477195262909,07:44
8,1.3942499160766602,2.5130181312561035,0.42419368028640747,0.28900015354156494,0.27010565996170044,07:43
9,1.3950549364089966,2.5137486457824707,0.422438383102417,0.2883349359035492,0.27025043964385986,07:45
10,1.4087401628494263,2.5147385597229004,0.42419368028640747,0.29028502106666565,0.27295494079589844,07:45
11,1.401021122932434,2.5156002044677734,0.42353543639183044,0.2886407673358917,0.26790040731430054,07:45
12,1.3895593881607056,2.5147500038146973,0.42346230149269104,0.2898544669151306,0.2676582634449005,07:46
13,1.4056302309036255,2.5130937099456787,0.42360857129096985,0.2872641384601593,0.26711025834083557,07:44
14,1.3949836492538452,2.513878583908081,0.4232428967952728,0.2897510230541229,0.2707435190677643,07:46
15,1.402891993522644,2.5116496086120605,0.4243399500846863,0.289316326379776,0.2694159746170044,07:45
16,1.4013277292251587,2.5152766704559326,0.4232428967952728,0.28756043314933777,0.2671361565589905,07:45
17,1.3951619863510132,2.5143680572509766,0.4228771924972534,0.2882847785949707,0.2673805356025696,07:45
18,1.3765157461166382,2.516435146331787,0.4222189784049988,0.28486159443855286,0.2641991972923279,07:45
19,1.3779627084732056,2.5158586502075195,0.4243399500846863,0.2889685034751892,0.2661706209182739,07:45
20,1.3958687782287598,2.5137038230895996,0.4223652482032776,0.2884177565574646,0.26652491092681885,07:46
21,1.382989764213562,2.512990713119507,0.42199957370758057,0.28684553503990173,0.26591283082962036,07:49
22,1.3993874788284302,2.516845941543579,0.422804057598114,0.2869466543197632,0.26884663105010986,07:49
23,1.3891819715499878,2.514052629470825,0.4231697618961334,0.2879972457885742,0.2683149576187134,07:51
24,1.40090012550354,2.513715982437134,0.4225846529006958,0.28796324133872986,0.2660766541957855,07:50
25,1.3998454809188843,2.515836238861084,0.4228771924972534,0.2888776957988739,0.2691597044467926,07:51
26,1.367655634880066,2.5145654678344727,0.42368170619010925,0.2890229821205139,0.270234614610672,07:50
27,1.404431939125061,2.5147852897644043,0.4228771924972534,0.2881908416748047,0.2659488618373871,07:44
28,1.3969770669937134,2.5139238834381104,0.42360857129096985,0.2869856059551239,0.26265430450439453,07:46
29,1.3886693716049194,2.5135154724121094,0.42419368028640747,0.2888626456260681,0.2685721516609192,07:45
