epoch,train_loss,valid_loss,accuracy,f1_score,country_f1_score,time
0,5.350379943847656,4.345569133758545,0.17282235622406006,0.06478860974311829,0.0718119889497757,13:53
1,3.9112658500671387,3.301386594772339,0.2848680019378662,0.14913390576839447,0.16181105375289917,13:50
2,3.3520164489746094,2.8881304264068604,0.34374314546585083,0.21363234519958496,0.2069043219089508,13:51
3,3.100667953491211,2.7187960147857666,0.3728516101837158,0.2526707947254181,0.22270432114601135,13:50
4,2.878066301345825,2.611753463745117,0.393695592880249,0.27263450622558594,0.2467724084854126,13:49
5,2.7788009643554688,2.5430586338043213,0.40444672107696533,0.2788425385951996,0.25208720564842224,13:50
6,2.63828444480896,2.5088753700256348,0.4165874421596527,0.30410513281822205,0.28498706221580505,13:50
7,2.5300724506378174,2.3987936973571777,0.4391867220401764,0.32444700598716736,0.2939288914203644,13:50
8,2.3923823833465576,2.3278589248657227,0.4494258761405945,0.34487447142601013,0.3181470036506653,13:49
9,2.292132616043091,2.2763051986694336,0.4622248113155365,0.3634043335914612,0.33903229236602783,13:50
10,2.177053213119507,2.2542731761932373,0.4707818329334259,0.3661562204360962,0.3223589062690735,13:49
11,2.0944089889526367,2.2003977298736572,0.4786074757575989,0.3756057024002075,0.3448716700077057,13:51
12,1.9425437450408936,2.18129563331604,0.485628604888916,0.3836924731731415,0.34585946798324585,13:50
13,1.8758535385131836,2.1414008140563965,0.4985007047653198,0.39409756660461426,0.37078145146369934,13:49
14,1.7846462726593018,2.130051851272583,0.502011239528656,0.40629082918167114,0.3678036034107208,13:50
15,1.6583342552185059,2.0949130058288574,0.5120310187339783,0.4176468551158905,0.3703967332839966,13:51
16,1.5602827072143555,2.102055549621582,0.5099100470542908,0.41363704204559326,0.37179502844810486,13:50
17,1.4532397985458374,2.0884292125701904,0.5199297666549683,0.42198771238327026,0.3856583535671234,13:49
18,1.3522119522094727,2.0820837020874023,0.5203686356544495,0.4253879189491272,0.3785189092159271,13:50
19,1.2423254251480103,2.0646681785583496,0.5315585732460022,0.43614426255226135,0.38507896661758423,13:49
20,1.1367164850234985,2.0962302684783936,0.5327287316322327,0.4357951879501343,0.38845014572143555,13:49
21,1.0269922018051147,2.093813180923462,0.536312460899353,0.4436695873737335,0.40221330523490906,13:51
22,0.952243983745575,2.0972020626068115,0.5359467267990112,0.44520998001098633,0.40003663301467896,13:51
23,0.8795002102851868,2.1053690910339355,0.5398229956626892,0.44939470291137695,0.41203269362449646,13:51
24,0.8252614736557007,2.11503005027771,0.5435529947280884,0.4539872407913208,0.4149157404899597,13:51
25,0.7539979219436646,2.115816354751587,0.5445037484169006,0.455086350440979,0.41246461868286133,13:51
26,0.7007113099098206,2.113292932510376,0.5456008315086365,0.4574693441390991,0.41255155205726624,13:50
27,0.6821379065513611,2.124199390411377,0.5475023984909058,0.4586823582649231,0.41834521293640137,13:50
28,0.6541807055473328,2.1200904846191406,0.5480143427848816,0.4592103660106659,0.41510558128356934,13:50
29,0.6494465470314026,2.1200194358825684,0.5475023984909058,0.4557713568210602,0.417828768491745,13:50
